date,商业_max_power,大工业用电_max_power,普通工业_max_power,非普工业_max_power,商业_min_power,大工业用电_min_power,普通工业_min_power,非普工业_min_power,weather,max_temp,min_temp,day_wind,night_wind,avg_temp,weather_simple,weather_encoded,day_wind_level,night_wind_level,avg_wind_level,day_of_week,day_of_month,month,is_weekend,is_workday,day_of_week_sin,day_of_week_cos,month_sin,month_cos,temp_diff,is_rainy,is_extreme_weather
2019-01-18,125451.8388,101456.6616,8151.3177,2621.3316,14602.7823,75346.464,3784.9626,892.5384,,,,,,,,,,,,4,18,1,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,,0,0
2019-01-19,91395.5676,93148.4814,6382.7394,2621.3316,13913.1204,68855.4522,3615.8835,892.5384,,,,,,,,,,,,5,19,1,1,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,,0,0
2019-01-20,122805.3135,84260.3826,5788.92,2621.3316,13305.2451,63102.6102,3563.985,892.5384,,,,,,,,,,,,6,20,1,1,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,,0,0
2019-01-21,92495.6631,89472.2976,7180.7055,2621.3316,13330.5747,63279.4662,3615.7188,892.5384,,,,,,,,,,,,0,21,1,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387,,0,0
2019-01-22,118275.7545,80256.1158,7317.5781,2621.3316,14054.0787,56346.8544,3626.0559,892.5384,,,,,,,,,,,,1,22,1,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,,0,0
2019-01-23,123532.5069,73730.6076,7091.1306,2621.3316,13645.9623,51101.2008,3723.3174,892.5384,,,,,,,,,,,,2,23,1,0,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,,0,0
2019-01-24,96052.8045,66859.4064,6485.1657,2621.3316,14155.8366,45051.612,3531.9468,892.5384,,,,,,,,,,,,3,24,1,0,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,,0,0
2019-01-25,112161.0006,65554.6776,6437.1237,2621.3316,13760.4123,44423.679,3296.3307,892.5384,,,,,,,,,,,,4,25,1,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,,0,0
2019-01-26,112360.5885,57079.9086,4429.1286,2621.3316,13245.4515,42317.6316,3110.1102,892.5384,,,,,,,,,,,,5,26,1,1,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,,0,0
2019-01-27,116011.3176,47640.9036,4143.0579,2621.3316,13232.0529,37531.0986,2963.8668,892.5384,,,,,,,,,,,,6,27,1,1,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,,0,0
2019-01-28,120321.5604,46956.438,5047.9317,2621.3316,13036.6083,35645.0478,2894.8959,892.5384,,,,,,,,,,,,0,28,1,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387,,0,0
2019-01-29,118284.3672,44441.9736,5022.3501,2621.3316,12234.2742,34036.7826,2775.2802,892.5384,,,,,,,,,,,,1,29,1,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,,0,0
2019-01-30,120255.0675,39320.913,4590.1098,2621.3316,12421.5195,31076.5764,2663.7027,892.5384,,,,,,,,,,,,2,30,1,0,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,,0,0
2019-01-31,119564.7978,34190.5566,4507.2798,2621.3316,12525.663,27491.793,2617.5417,892.5384,,,,,,,,,,,,3,31,1,0,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,,0,0
2019-02-01,114164.0418,29698.923,4431.3387,2621.3316,11688.1047,18571.0344,2582.715,892.5384,,,,,,,,,,,,4,1,2,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,,0,0
2019-02-02,113758.9314,20169.7986,4133.5731,2621.3316,11479.8264,17216.9772,2567.4282,892.5384,,,,,,,,,,,,5,2,2,1,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,,0,0
2019-02-03,110416.6215,20268.3438,3819.8385,2621.3316,11270.5461,16134.1296,2540.6772,892.5384,,,,,,,,,,,,6,3,2,1,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,,0,0
2019-02-04,105850.8618,19140.5814,3046.3062,2621.3316,11192.8401,16333.584,2265.9003,892.5384,,,,,,,,,,,,0,4,2,0,1,0.0,1.0,0.8660254037844386,0.5000000000000001,,0,0
2019-02-05,111112.5558,19396.0026,3226.5792,2621.3316,11620.7343,16234.2726,2135.0706,892.5384,,,,,,,,,,,,1,5,2,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,,0,0
2019-02-06,108947.595,18910.236,3079.9038,2621.3316,11612.8812,16045.7868,2104.0323,892.5384,,,,,,,,,,,,2,6,2,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,,0,0
2019-02-07,89833.0671,19173.006,3247.6896,2621.3316,12207.2238,16228.5366,2271.948,892.5384,,,,,,,,,,,,3,7,2,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,,0,0
2019-02-08,116272.3434,18785.1606,3212.7159,2621.3316,12108.5253,16396.3824,2298.0531,892.5384,,,,,,,,,,,,4,8,2,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,,0,0
2019-02-09,109766.3754,19234.8096,3186.9318,2621.3316,12547.9176,15594.4416,2403.081,892.5384,,,,,,,,,,,,5,9,2,1,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,,0,0
2019-02-10,108444.777,20062.8756,3131.0994,2621.3316,11775.7344,15972.7464,2428.8414,892.5384,,,,,,,,,,,,6,10,2,1,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,,0,0
2019-02-11,95932.9326,24373.4634,4435.9197,2621.3316,11403.4233,16622.3304,2394.0468,892.5384,,,,,,,,,,,,0,11,2,0,1,0.0,1.0,0.8660254037844386,0.5000000000000001,,0,0
2019-02-12,116076.3576,29531.1768,4286.8362,2621.3316,12344.4519,20452.554,2544.6738,892.5384,,,,,,,,,,,,1,12,2,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,,0,0
2019-02-13,120128.9499,36491.2572,4633.5651,2621.3316,12264.4032,22638.5688,2514.474,892.5384,,,,,,,,,,,,2,13,2,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,,0,0
2019-02-14,118150.0146,57668.9514,4810.707,2621.3316,13144.5345,26524.0062,2593.8552,892.5384,,,,,,,,,,,,3,14,2,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,,0,0
2019-02-15,121106.1903,66612.2808,5071.3692,2621.3316,13294.7646,40255.6758,2681.1744,892.5384,,,,,,,,,,,,4,15,2,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,,0,0
2019-02-16,97871.208,72445.7592,4047.7119,2621.3316,107.754,218.904,-1.35,892.5384,,,,,,,,,,,,5,16,2,1,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,,0,0
2019-02-17,118815.0366,73400.1144,4104.4272,2621.3316,13381.4526,50435.3976,2648.9886,892.5384,,,,,,,,,,,,6,17,2,1,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,,0,0
2019-02-18,121201.2399,85144.9368,6036.7914,2621.3316,12731.1381,52566.7086,2739.411,892.5384,,,,,,,,,,,,0,18,2,0,1,0.0,1.0,0.8660254037844386,0.5000000000000001,,0,0
2019-02-19,126526.8057,88835.7624,6112.83,2621.3316,13241.5239,55820.3694,2869.6299,892.5384,,,,,,,,,,,,1,19,2,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,,0,0
2019-02-20,129933.2478,99309.264,6145.8384,2621.3316,12844.9746,58936.5642,2825.0994,892.5384,,,,,,,,,,,,2,20,2,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,,0,0
2019-02-21,128364.4203,105605.2194,6680.1558,2621.3316,14009.2512,61111.3164,3067.8894,892.5384,,,,,,,,,,,,3,21,2,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,,0,0
2019-02-22,129221.0187,109364.7084,6722.9943,2621.3316,13333.8735,66302.3832,3097.7124,892.5384,,,,,,,,,,,,4,22,2,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,,0,0
2019-02-23,101650.9305,113842.0818,4870.3551,2621.3316,13130.3781,65781.8934,2878.6431,892.5384,,,,,,,,,,,,5,23,2,1,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,,0,0
2019-02-24,123436.9416,108463.2624,5164.3017,2621.3316,13697.5599,70454.3598,3019.5117,892.5384,,,,,,,,,,,,6,24,2,1,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,,0,0
2019-02-25,127607.7036,123272.9562,7952.3295,2621.3316,14173.3458,76269.195,3083.1,892.5384,,,,,,,,,,,,0,25,2,0,1,0.0,1.0,0.8660254037844386,0.5000000000000001,,0,0
2019-02-26,123981.3813,124566.6702,7845.1419,2621.3316,14432.2695,82972.8174,3193.8828,892.5384,,,,,,,,,,,,1,26,2,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,,0,0
2019-02-27,122002.7505,130045.8114,7890.9975,2621.3316,14052.2463,82922.8002,3428.6175,892.5384,,,,,,,,,,,,2,27,2,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,,0,0
2019-02-28,131648.6976,126584.6622,8106.5202,2621.3316,13640.556,81783.7812,3347.556,892.5384,,,,,,,,,,,,3,28,2,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,,0,0
2019-03-01,129966.5508,127249.4376,7735.2924,2621.3316,13870.4862,85008.1818,3219.9243,892.5384,,,,,,,,,,,,4,1,3,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,,0,0
2019-03-02,124583.5788,127938.4968,6002.8362,2621.3316,14074.3806,87346.3038,3161.9568,892.5384,,,,,,,,,,,,5,2,3,1,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,,0,0
2019-03-03,123157.1922,116814.834,5263.3683,2621.3316,14291.8545,81770.8014,3126.0867,892.5384,,,,,,,,,,,,6,3,3,1,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,,0,0
2019-03-04,126389.0946,136369.5288,7556.0895,2621.3316,13695.3024,95851.5726,3201.8463,892.5384,,,,,,,,,,,,0,4,3,0,1,0.0,1.0,1.0,6.123233995736766e-17,,0,0
2019-03-05,129378.867,133529.9292,7859.0031,2621.3316,14752.5933,97141.7946,3296.6961,892.5384,,,,,,,,,,,,1,5,3,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,,0,0
2019-03-06,127888.5435,132401.73,8046.3447,2621.3316,14168.0187,102810.5502,3392.613,892.5384,,,,,,,,,,,,2,6,3,0,1,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,,0,0
2019-03-07,126580.6263,139271.3058,7930.6569,2621.3316,14260.5111,102735.3732,3289.7226,892.5384,,,,,,,,,,,,3,7,3,0,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,,0,0
2019-03-08,128279.6673,139949.7582,8014.5408,2621.3316,14724.6903,103113.2148,3422.0913,892.5384,,,,,,,,,,,,4,8,3,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,,0,0
2019-03-09,125126.4777,137539.932,5844.0132,2621.3316,14679.3954,99557.406,3257.2623,892.5384,,,,,,,,,,,,5,9,3,1,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,,0,0
2019-03-10,101836.4091,117868.473,5660.0796,2621.3316,14720.6247,95172.2136,3250.0632,892.5384,,,,,,,,,,,,6,10,3,1,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,,0,0
2019-03-11,126885.2622,130910.0766,7681.1097,2621.3316,14088.1602,102215.8182,3256.4865,892.5384,,,,,,,,,,,,0,11,3,0,1,0.0,1.0,1.0,6.123233995736766e-17,,0,0
2019-03-12,131599.578,138563.1168,7642.4181,2621.3316,13925.9013,103192.089,3359.4693,892.5384,,,,,,,,,,,,1,12,3,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,,0,0
2019-03-13,131787.846,140725.5858,7809.7461,2621.3316,14090.0502,104956.1148,3366.7998,892.5384,,,,,,,,,,,,2,13,3,0,1,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,,0,0
2019-03-14,97983.2742,139172.6886,8196.6618,2621.3316,14503.8879,99662.6886,3381.5445,892.5384,,,,,,,,,,,,3,14,3,0,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,,0,0
2019-03-15,127636.2684,129078.9444,8208.7932,2621.3316,14199.5718,107425.392,3426.7869,892.5384,,,,,,,,,,,,4,15,3,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,,0,0
2019-03-16,131272.6194,129090.3324,6091.2501,2621.3316,14225.6604,102393.5316,3319.0353,892.5384,,,,,,,,,,,,5,16,3,1,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,,0,0
2019-03-17,128162.8707,122861.3904,5510.6679,2621.3316,14851.9662,99648.1734,3259.0842,892.5384,,,,,,,,,,,,6,17,3,1,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,,0,0
2019-03-18,128349.0597,138200.595,7887.4557,2621.3316,14415.9063,113023.1634,3158.6898,892.5384,,,,,,,,,,,,0,18,3,0,1,0.0,1.0,1.0,6.123233995736766e-17,,0,0
2019-03-19,131634.0174,130698.7524,7725.3486,2621.3316,14762.7579,109989.8406,3377.8857,892.5384,,,,,,,,,,,,1,19,3,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,,0,0
2019-03-20,100264.6233,138065.6274,8508.1659,2621.3316,15181.2531,105842.2224,3428.8104,892.5384,,,,,,,,,,,,2,20,3,0,1,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,,0,0
2019-03-21,99061.0806,138581.8242,8828.1,2621.3316,15801.108,107613.6024,3448.0668,892.5384,,,,,,,,,,,,3,21,3,0,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,,0,0
2019-03-22,139229.0709,138016.2042,9488.7186,2621.3316,16616.8476,107900.9766,3889.4868,892.5384,,,,,,,,,,,,4,22,3,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,,0,0
2019-03-23,126939.3993,130209.8406,5960.0292,2621.3316,247.872,1695.486,10.8,892.5384,,,,,,,,,,,,5,23,3,1,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,,0,0
2019-03-24,126375.7716,120938.2776,5620.8474,2621.3316,494.886,1484.442,0.672,892.5384,,,,,,,,,,,,6,24,3,1,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,,0,0
2019-03-25,126133.6647,127732.6662,7974.2439,2621.3316,14053.7067,95784.2442,3283.3326,892.5384,,,,,,,,,,,,0,25,3,0,1,0.0,1.0,1.0,6.123233995736766e-17,,0,0
2019-03-26,134624.6568,124295.6682,7875.2127,2621.3316,13644.8757,95146.9044,3472.6392,892.5384,,,,,,,,,,,,1,26,3,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,,0,0
2019-03-27,132445.5462,130056.7992,7902.9828,2621.3316,14459.4603,103581.8184,3489.0306,892.5384,,,,,,,,,,,,2,27,3,0,1,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,,0,0
2019-03-28,131928.4209,134397.8178,8404.104,2621.3316,14847.3093,102823.2336,3537.2772,892.5384,,,,,,,,,,,,3,28,3,0,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,,0,0
2019-03-29,64131.6918,143142.1248,8755.947,2621.3316,15898.8408,105450.633,3725.5914,892.5384,,,,,,,,,,,,4,29,3,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,,0,0
2019-03-30,59707.254,130326.4998,5909.9982,2621.3316,14898.8928,107181.1542,3522.6579,892.5384,,,,,,,,,,,,5,30,3,1,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,,0,0
2019-03-31,101863.9977,125339.4384,6294.4425,2621.3316,15922.5858,96819.5064,3430.3125,892.5384,,,,,,,,,,,,6,31,3,1,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,,0,0
2019-04-01,135463.2822,140624.7558,7717.1916,2621.3316,15099.0639,112591.7148,3410.7405,892.5384,,,,,,,,,,,,0,1,4,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-02,137099.8377,138973.797,7590.0399,2621.3316,14275.3035,110305.5774,3339.2670000000007,892.5384,,,,,,,,,,,,1,2,4,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-03,133849.92,140180.9172,7808.2374,2621.3316,14716.9167,109311.7506,3411.7734,892.5384,,,,,,,,,,,,2,3,4,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-04,130942.6995,131939.0496,7774.6056,2621.3316,15355.9731,92050.8288,3634.4865,892.5384,,,,,,,,,,,,3,4,4,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-05,128899.5129,107922.9402,5056.6065,2621.3316,13923.6879,57506.3724,3201.5142,892.5384,,,,,,,,,,,,4,5,4,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-06,136927.3401,105240.7842,5607.7536,2621.3316,14279.6475,65793.7254,3227.5638,892.5384,,,,,,,,,,,,5,6,4,1,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-07,140535.7224,123497.1912,6184.1355,2621.3316,15906.9081,95876.2116,3497.8167,892.5384,,,,,,,,,,,,6,7,4,1,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-08,153626.4411,142263.7932,9933.8649,2621.3316,16253.2269,109855.1196,3893.7732,892.5384,,,,,,,,,,,,0,8,4,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-09,104300.0571,143186.1756,10581.7962,2621.3316,17310.3255,109275.192,4329.5121,892.5384,,,,,,,,,,,,1,9,4,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-10,152142.7788,146660.7108,11294.3784,2621.3316,18353.2815,114215.7624,4586.0664,892.5384,,,,,,,,,,,,2,10,4,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-11,145794.7185,136882.9536,11172.5421,2621.3316,18522.9825,104716.8288,4524.219,892.5384,,,,,,,,,,,,3,11,4,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-12,135032.1489,134253.5268,8251.1751,2621.3316,16450.4154,105442.3176,3773.8575,892.5384,,,,,,,,,,,,4,12,4,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-13,136139.9145,137762.2992,6307.2669,2621.3316,14760.5235,107815.0026,3357.861,892.5384,,,,,,,,,,,,5,13,4,1,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-14,133598.6811,134319.8616,6543.693,2621.3316,16299.6663,102873.6432,3478.2573,892.5384,,,,,,,,,,,,6,14,4,1,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-15,136749.5313,129946.233,8536.4196,2621.3316,15082.0413,104568.4524,3501.906,892.5384,,,,,,,,,,,,0,15,4,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-16,137722.0215,134479.0614,8230.0707,2621.3316,15021.4506,104293.4022,3573.4113,892.5384,,,,,,,,,,,,1,16,4,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-17,138590.8794,129758.544,8590.9896,2621.3316,15320.7216,106809.9972,3594.5514,892.5384,,,,,,,,,,,,2,17,4,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-18,128075.7282,128323.9128,8978.8389,2621.3316,16914.9987,102690.6384,3868.8264,892.5384,,,,,,,,,,,,3,18,4,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-19,68362.9731,129004.8588,8960.9748,2621.3316,17162.4108,104968.2918,3864.1467,892.5384,,,,,,,,,,,,4,19,4,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-20,107406.405,130021.4136,6779.214,2621.3316,16080.4644,103851.0204,3522.486,892.5384,,,,,,,,,,,,5,20,4,1,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-21,148650.15,124377.1158,6751.4241,2621.3316,16738.3458,95431.392,3547.8207,892.5384,,,,,,,,,,,,6,21,4,1,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-22,150376.6302,146709.6726,10528.7145,2621.3316,16404.9525,106313.7306,3895.9725,892.5384,,,,,,,,,,,,0,22,4,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-23,164741.5608,148031.69400000002,11513.8758,2621.3316,17320.332,116694.6294,4283.748,892.5384,,,,,,,,,,,,1,23,4,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-24,167568.0681,148863.5724,12196.4793,2621.3316,18908.637,114307.6428,5060.3022,892.5384,,,,,,,,,,,,2,24,4,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-25,169596.2442,148364.3184,12840.2838,2621.3316,19147.0884,115547.763,5303.090999999999,892.5384,,,,,,,,,,,,3,25,4,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-26,168113.8419,141903.2406,12978.0828,2621.3316,21073.5612,113324.2686,5481.3279,892.5384,,,,,,,,,,,,4,26,4,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-27,104733.3333,137936.0946,6936.0543,2621.3316,18258.1371,106272.6828,4183.4202,892.5384,,,,,,,,,,,,5,27,4,1,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-28,150038.6925,135736.2732,10181.5893,2621.3316,17081.2317,101373.5502,3850.6749,892.5384,,,,,,,,,,,,6,28,4,1,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,,0,0
2019-04-29,158208.249,135882.2526,11387.589,2621.3316,17902.5603,103197.1482,4275.7659,892.5384,,,,,,,,,,,,0,29,4,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,,0,0
